,Unnamed: 0,Unnamed: 0.1,title,location1,location2,location3,area,orientation,room_type,price,url,ave_price
7193,7193,39598,整租·福源汇居 3室2厅 南,徐汇,徐家汇,福源汇居,128,南,3室2厅2卫,17000,/zufang/SH1697482639612575744.html,132
7194,7194,39599,整租·中山新村 1室0厅 北,徐汇,斜土路,中山新村,28,北,1室0厅1卫,5200,/zufang/SH1697517072398942208.html,185
7195,7195,39600,整租·南丹小区 1室1厅 南,徐汇,徐家汇,南丹小区,30,南,1室1厅1卫,5200,/zufang/SH1697517238803759104.html,173
7196,7196,39601,整租·华泾四村 2室1厅 南,徐汇,华泾,华泾四村,65,南,2室1厅1卫,5000,/zufang/SH1697547924512178176.html,76
7197,7197,39602,整租·亚都国际名园 3室2厅 南/北,徐汇,徐家汇,亚都国际名园,151,南 北,3室2厅2卫,19800,/zufang/SH1697563347286753280.html,131
7198,7198,39603,整租·华欣家园 2室1厅 南,徐汇,华泾,华欣家园,52,南,2室1厅1卫,4500,/zufang/SH1697612175146745856.html,86
7199,7199,39604,整租·宛平公寓 3室2厅 南,徐汇,衡山路,宛平公寓,147,南,3室2厅2卫,15000,/zufang/SH1704482630315016192.html,102
7200,7200,39605,整租·复兴西路30弄 1室0厅 南,徐汇,衡山路,复兴西路30弄,18,南,1室0厅1卫,4000,/zufang/SH1706925139280527360.html,222
7201,7201,39606,整租·龙南六村 2室1厅 南,徐汇,龙华,龙南六村,65,南,2室1厅1卫,6000,/zufang/SH1714260536511692800.html,92
7202,7202,39607,整租·欣园新邨 2室1厅 南,徐汇,康健,欣园新邨,65,南,2室1厅1卫,6500,/zufang/SH1714259038989975552.html,100
7203,7203,39608,整租·俞一小区 3室1厅 南,徐汇,龙华,俞一小区,71,南,3室1厅1卫,7500,/zufang/SH1714484725373992960.html,105
7204,7204,39609,整租·高邮路5弄 2室1厅 南/北,徐汇,衡山路,高邮路5弄,44,南 北,2室1厅1卫,7800,/zufang/SH1714536144495968256.html,177
7205,7205,39610,整租·天钥新村 2室1厅 南,徐汇,万体馆,天钥新村,46,南,2室1厅1卫,7500,/zufang/SH1714544550166396928.html,163
7206,7206,39611,整租·谨斜小区 1室1厅 南/北,徐汇,徐家汇,谨斜小区,38,南 北,1室1厅1卫,6200,/zufang/SH1717464570634698752.html,163
7207,7207,39612,整租·田林十二村 1室1厅 南,徐汇,田林,田林十二村,41,南,1室1厅1卫,5500,/zufang/SH1714552820679573504.html,134
7208,7208,39613,整租·天平小区 2室1厅 南,徐汇,徐家汇,天平小区,72,南,2室1厅1卫,15000,/zufang/SH1714566378003890176.html,208
7209,7209,39614,整租·汇翠花园 1室1厅 南,徐汇,徐家汇,汇翠花园,67,南,1室1厅1卫,9000,/zufang/SH1714603332267409408.html,134
7210,7210,39615,整租·钦州路111弄 2室0厅 东,徐汇,康健,钦州路111弄,55,东,2室0厅1卫,6500,/zufang/SH1714617821209559040.html,118
7211,7211,39616,整租·南丹小区 1室1厅 南,徐汇,徐家汇,南丹小区,31,南,1室1厅1卫,5000,/zufang/SH1714914363095121920.html,161
7212,7212,39617,整租·东湾小区 2室1厅 南,徐汇,华泾,东湾小区,49,南,2室1厅1卫,5200,/zufang/SH1714900101933039616.html,106
7213,7213,39618,整租·同汇苑 3室2厅 南,徐汇,徐家汇,同汇苑,130,南,3室2厅2卫,15500,/zufang/SH1715004928696516608.html,119
7214,7214,39619,整租·田林一村 1室1厅 南,徐汇,田林,田林一村,36,南,1室1厅1卫,5400,/zufang/SH1714976898422931456.html,150
7215,7215,39620,整租·谨斜小区 1室1厅 南,徐汇,徐家汇,谨斜小区,36,南,1室1厅1卫,8500,/zufang/SH1715241772289884160.html,236
7216,7216,39621,整租·上缝小区 1室1厅 南,徐汇,龙华,上缝小区,37,南,1室1厅1卫,5000,/zufang/SH1715223408540647424.html,135
7217,7217,39622,整租·新湖云庭 2室2厅 东/东南,徐汇,斜土路,新湖云庭,90,东 东南,2室2厅1卫,11000,/zufang/SH1697208214694658048.html,122
7218,7218,39623,整租·新家坡美树馆 2室2厅 西南,徐汇,建国西路,新家坡美树馆,122,西南,2室2厅2卫,15000,/zufang/SH1670692191183306752.html,122
7219,7219,39624,整租·岳阳路77弄 2室1厅 南,徐汇,建国西路,岳阳路77弄,52,南,2室1厅1卫,8800,/zufang/SH1691300791656120320.html,169
7220,7220,39625,整租·新家坡美树馆 3室2厅 东/东南/西南/北,徐汇,建国西路,新家坡美树馆,243,东 东南 西南 北,3室2厅4卫,28500,/zufang/SH1703698575986262016.html,117
7221,7221,39626,整租·望族城 3室2厅 南,徐汇,万体馆,望族城,184,南,3室2厅2卫,16500,/zufang/SH1715962307160309760.html,89
7222,7222,39627,整租·南丹公寓 2室1厅 南,徐汇,徐家汇,南丹公寓,84,南,2室1厅1卫,9000,/zufang/SH1715370861910818816.html,107
7223,7223,39628,整租·红旗教师公寓 1室1厅 东南,徐汇,徐家汇,红旗教师公寓,80,东南,1室1厅1卫,8500,/zufang/SH1715574707782156288.html,106
7224,7224,39629,整租·南山大楼 2室1厅 南,徐汇,徐家汇,南山大楼,77,南,2室1厅1卫,12000,/zufang/SH1715626152925593600.html,155
7225,7225,39630,整租·汇宁花园 3室2厅 南,徐汇,徐家汇,汇宁花园,130,南,3室2厅2卫,24500,/zufang/SH1715982008062050304.html,188
7226,7226,39636,整租·零陵小区 2室1厅 南/北,徐汇,徐家汇,零陵小区,53,南 北,2室1厅1卫,7700,/zufang/SH1669265349616336896.html,145
7227,7227,39637,整租·枫林大楼 2室1厅 南,徐汇,徐家汇,枫林大楼,67,南,2室1厅1卫,8500,/zufang/SH1669241781146877952.html,126
7228,7228,39638,整租·华绮公寓 2室1厅 东南,徐汇,衡山路,华绮公寓,78,东南,2室1厅1卫,12000,/zufang/SH1669643696913514496.html,153
7229,7229,39639,整租·日晖二村 1室1厅 南/北,徐汇,斜土路,日晖二村,33,南 北,1室1厅1卫,5800,/zufang/SH1669919907006906368.html,175
7230,7230,39640,整租·青之杰花园 3室2厅 南,徐汇,徐家汇,青之杰花园,168,南,3室2厅2卫,22000,/zufang/SH1669671768232558592.html,130
7231,7231,39641,整租·东方时空公寓 1室0厅 南,徐汇,徐家汇,东方时空公寓,45,南,1室0厅1卫,7100,/zufang/SH1712833947848671232.html,157
7232,7232,39642,整租·龙吴路11弄 1室1厅 南,徐汇,万体馆,龙吴路11弄,39,南,1室1厅1卫,5200,/zufang/SH1712833818672496640.html,133
7233,7233,39643,整租·永嘉新村 1室0厅 南,徐汇,衡山路,永嘉新村,17,南,1室0厅1卫,4500,/zufang/SH1712840206991753216.html,264
7234,7234,39644,整租·番禺小区 1室1厅 南,徐汇,徐家汇,番禺小区,37,南,1室1厅1卫,8000,/zufang/SH1712852664640864256.html,216
7235,7235,39645,整租·东安一村 1室1厅 南,徐汇,徐家汇,东安一村,35,南,1室1厅1卫,6800,/zufang/SH1712883021444546560.html,194
7236,7236,39646,整租·南丹小区 2室1厅 南,徐汇,徐家汇,南丹小区,52,南,2室1厅1卫,6500,/zufang/SH1713059004583772160.html,125
7237,7237,39647,整租·裕德大厦 2室1厅 南,徐汇,徐家汇,裕德大厦,86,南,2室1厅1卫,9000,/zufang/SH1713059656668020736.html,104
7238,7238,39648,整租·漕溪一村 1室1厅 南,徐汇,万体馆,漕溪一村,32,南,1室1厅1卫,5000,/zufang/SH1713091311046754304.html,156
7239,7239,39649,整租·梅陇三村 1室1厅 南,徐汇,华东理工,梅陇三村,34,南,1室1厅1卫,4000,/zufang/SH1713073486026506240.html,117
7240,7240,39650,整租·望族城 2室1厅 东南,徐汇,万体馆,望族城,93,东南,2室1厅1卫,9500,/zufang/SH1713072849553457152.html,102
7241,7241,39651,整租·东安二村 2室1厅 南,徐汇,徐家汇,东安二村,54,南,2室1厅1卫,7200,/zufang/SH1713118124603080704.html,133
7242,7242,39652,整租·西雅图嘉萱苑 2室2厅 南,徐汇,龙华,西雅图嘉萱苑,115,南,2室2厅1卫,14000,/zufang/SH1712759288386027520.html,121
7243,7243,39653,整租·电影华苑 2室0厅 南/北,徐汇,徐家汇,电影华苑,80,南 北,2室0厅2卫,11800,/zufang/SH1712774726444646400.html,147
7244,7244,39654,整租·日晖六村 1室1厅 北,徐汇,斜土路,日晖六村,38,北,1室1厅1卫,5500,/zufang/SH1713132801160642560.html,144
7245,7245,39655,整租·金丽广场 1室1厅 北,徐汇,田林,金丽广场,54,北,1室1厅1卫,6600,/zufang/SH1713422350478737408.html,122
7246,7246,39656,整租·阳光名邸 2室2厅 南,徐汇,徐家汇,阳光名邸,106,南,2室2厅2卫,17800,/zufang/SH1713431628996411392.html,167
7247,7247,39657,整租·汇成一村 1室0厅 南,徐汇,上海南站,汇成一村,36,南,1室0厅1卫,4000,/zufang/SH1713476573564239872.html,111
7248,7248,39658,整租·吴东小区 1室1厅 南,徐汇,徐家汇,吴东小区,36,南,1室1厅1卫,5200,/zufang/SH1713476410066075648.html,144
7249,7249,39659,整租·漕溪四村 2室1厅 南/北,徐汇,万体馆,漕溪四村,51,南 北,2室1厅1卫,8300,/zufang/SH1711067642430750720.html,162
7250,7250,39660,整租·宜山路701弄 2室1厅 南,徐汇,田林,宜山路701弄,51,南,2室1厅1卫,6500,/zufang/SH1711250998304964608.html,127
7251,7251,39661,整租·华东花苑 2室1厅 南/北,徐汇,上海南站,华东花苑,64,南 北,2室1厅1卫,6100,/zufang/SH1711246262650535936.html,95
7252,7252,39662,整租·东安四村 2室1厅 南,徐汇,徐家汇,东安四村,60,南,2室1厅1卫,6500,/zufang/SH1711248553487106048.html,108
7253,7253,39663,整租·百汇园 2室2厅 南,徐汇,徐汇滨江,百汇园,110,南,2室2厅1卫,22000,/zufang/SH1671074214624362496.html,200
7254,7254,39664,整租·凌云新村 2室1厅 南,徐汇,华东理工,凌云新村,61,南,2室1厅1卫,5600,/zufang/SH1672250538885906432.html,91
7255,7255,39665,整租·长青坊 2室1厅 南,徐汇,康健,长青坊,53,南,2室1厅1卫,5800,/zufang/SH1672143280243998720.html,109
7256,7256,39666,整租·馨宁公寓 2室1厅 南/北,徐汇,华泾,馨宁公寓,64,南 北,2室1厅1卫,6300,/zufang/SH1672506219970953216.html,98
7257,7257,39667,整租·泰德苑 3室2厅 南/北,徐汇,徐家汇,泰德苑,133,南 北,3室2厅2卫,19500,/zufang/SH1672555160175378432.html,146
7258,7258,39668,整租·乐山八九村 2室1厅 南,徐汇,徐家汇,乐山八九村,44,南,2室1厅1卫,7000,/zufang/SH1672531043535552512.html,159
7259,7259,39669,整租·康乐小区(徐汇) 2室1厅 南/北,徐汇,康健,康乐小区(徐汇),52,南 北,2室1厅1卫,5500,/zufang/SH1673167569181212672.html,105
7260,7260,39670,整租·狮城花苑 2室1厅 南,徐汇,龙华,狮城花苑,64,南,2室1厅1卫,6800,/zufang/SH1673183212538429440.html,106
7261,7261,39671,整租·爱邦大厦 2室0厅 北,徐汇,徐家汇,爱邦大厦,96,北,2室0厅1卫,13500,/zufang/SH1673224168037941248.html,140
7262,7262,39672,整租·长桥五村 2室1厅 南,徐汇,长桥,长桥五村,55,南,2室1厅1卫,6800,/zufang/SH1673516809929621504.html,123
7263,7263,39673,整租·虹桥乐庭 3室2厅 南,徐汇,徐家汇,虹桥乐庭,155,南,3室2厅2卫,18000,/zufang/SH1673643072509968384.html,116
7264,7264,39674,整租·田林十二村 3室1厅 南,徐汇,田林,田林十二村,52,南,3室1厅1卫,6200,/zufang/SH1673701679381348352.html,119
7265,7265,39675,整租·东湾小区 2室1厅 南,徐汇,华泾,东湾小区,66,南,2室1厅1卫,5000,/zufang/SH1673556558191001600.html,75
7266,7266,39676,整租·华理苑 2室2厅 南,徐汇,华东理工,华理苑,80,南,2室2厅1卫,6300,/zufang/SH1673567092055474176.html,78
7267,7267,39677,整租·尚光徐汇中心 2室1厅 西南,徐汇,徐家汇,尚光徐汇中心,54,西南,2室1厅1卫,10500,/zufang/SH1673904995897966592.html,194
7268,7268,39678,整租·橡胶小区 2室1厅 南,徐汇,徐家汇,橡胶小区,57,南,2室1厅1卫,7300,/zufang/SH1673916488454504448.html,128
7269,7269,39679,整租·广元路139弄 2室1厅 南,徐汇,徐家汇,广元路139弄,66,南,2室1厅1卫,9200,/zufang/SH1713116228660232192.html,139
7270,7270,39680,整租·长桥二村 1室1厅 南,徐汇,长桥,长桥二村,36,南,1室1厅1卫,4500,/zufang/SH1713115154683527168.html,125
7271,7271,39681,整租·龙山新村 1室0厅 南,徐汇,万体馆,龙山新村,36,南,1室0厅1卫,4800,/zufang/SH1713141108046823424.html,133
7272,7272,39682,整租·盛大花园 2室2厅 南/北,徐汇,龙华,盛大花园,101,南 北,2室2厅1卫,14800,/zufang/SH1713136006913327104.html,146
7273,7273,39683,整租·长桥六村 1室1厅 南,徐汇,长桥,长桥六村,44,南,1室1厅1卫,5100,/zufang/SH1713185387544838144.html,115
7274,7274,39684,整租·华强公寓 2室1厅 东/西北,徐汇,衡山路,华强公寓,69,东 西北,2室1厅1卫,11500,/zufang/SH1713197022657380352.html,166
7275,7275,39685,整租·乐山四五村 2室1厅 南/北,徐汇,徐家汇,乐山四五村,49,南 北,2室1厅1卫,8300,/zufang/SH1716081599092621312.html,169
7276,7276,39686,整租·建国西路695弄 2室1厅 南,徐汇,衡山路,建国西路695弄,48,南,2室1厅1卫,12000,/zufang/SH1661215180534579200.html,250
7277,7277,39687,整租·虹二小区 1室0厅 南,徐汇,徐家汇,虹二小区,24,南,1室0厅1卫,3900,/zufang/SH1660849136854892544.html,162
7278,7278,39688,整租·日晖六村 1室1厅 南,徐汇,斜土路,日晖六村,39,南,1室1厅1卫,7500,/zufang/SH1661664372193230848.html,192
7279,7279,39689,整租·锦馨苑 2室2厅 南,徐汇,田林,锦馨苑,75,南,2室2厅1卫,7500,/zufang/SH1661742424675844096.html,100
7280,7280,39690,整租·宛南六村 2室0厅 南,徐汇,龙华,宛南六村,45,南,2室0厅1卫,6300,/zufang/SH1662023913871245312.html,140
7281,7281,39691,整租·金龙花苑牡丹园 2室1厅 南,徐汇,龙华,金龙花苑牡丹园,68,南,2室1厅1卫,7800,/zufang/SH1662010448557375488.html,114
7282,7282,39692,整租·兴国路159号 1室1厅 南,徐汇,衡山路,兴国路159号,35,南,1室1厅1卫,6500,/zufang/SH1662045907476021248.html,185
7283,7283,39693,整租·月季园(徐汇) 2室1厅 南,徐汇,康健,月季园(徐汇),64,南,2室1厅1卫,7500,/zufang/SH1662450377661874176.html,117
7284,7284,39694,整租·立地公寓 1室0厅 南,徐汇,建国西路,立地公寓,16,南,1室0厅1卫,4500,/zufang/SH1662305793237581824.html,281
7285,7285,39695,整租·阳光名邸 3室2厅 南,徐汇,徐家汇,阳光名邸,153,南,3室2厅2卫,25000,/zufang/SH1662084681094397952.html,163
7286,7286,39696,整租·天钥新村 1室1厅 南,徐汇,万体馆,天钥新村,42,南,1室1厅1卫,6200,/zufang/SH1711269024366592000.html,147
7287,7287,39697,整租·建国西路695弄 2室1厅 南,徐汇,衡山路,建国西路695弄,48,南,2室1厅1卫,7800,/zufang/SH1713529908665253888.html,162
7288,7288,39698,整租·长青坊 1室0厅 南,徐汇,康健,长青坊,30,南,1室0厅1卫,4900,/zufang/SH1713750764360302592.html,163
7289,7289,39699,整租·建西小区 1室0厅 南,徐汇,建国西路,建西小区,36,南,1室0厅1卫,7500,/zufang/SH1713746121056059392.html,208
7290,7290,39700,整租·日晖六村 1室0厅 北,徐汇,斜土路,日晖六村,28,北,1室0厅1卫,4700,/zufang/SH1713892325702238208.html,167
7291,7291,39701,整租·东航公寓 3室1厅 南/西,徐汇,徐家汇,东航公寓,92,南 西,3室1厅1卫,10000,/zufang/SH1714132163055583232.html,108
7292,7292,39702,整租·协昌小区 2室1厅 南,徐汇,龙华,协昌小区,84,南,2室1厅1卫,8500,/zufang/SH1711304020007583744.html,101
7293,7293,39703,整租·斜土路2200弄 1室1厅 南,徐汇,徐家汇,斜土路2200弄,34,南,1室1厅1卫,6400,/zufang/SH1711339658664738816.html,188
7294,7294,39704,整租·煤科公寓 2室1厅 南,徐汇,龙华,煤科公寓,47,南,2室1厅1卫,5000,/zufang/SH1711643729615388672.html,106
7295,7295,39705,整租·茶陵路345弄 1室1厅 南,徐汇,斜土路,茶陵路345弄,40,南,1室1厅1卫,5500,/zufang/SH1714122599094550528.html,137
7296,7296,39706,整租·亚都国际名园 3室2厅 南/北,徐汇,徐家汇,亚都国际名园,141,南 北,3室2厅2卫,22500,/zufang/SH1714139309348487168.html,159
7297,7297,39707,整租·协昌小区 2室1厅 南,徐汇,龙华,协昌小区,75,南,2室1厅1卫,8500,/zufang/SH1714148235754340352.html,113
7298,7298,39708,整租·金桂苑(徐汇) 3室2厅 南/北,徐汇,康健,金桂苑(徐汇),126,南 北,3室2厅2卫,15000,/zufang/SH1714149076112506880.html,119
7299,7299,39709,整租·梅陇三村 2室1厅 南,徐汇,华东理工,梅陇三村,56,南,2室1厅1卫,5200,/zufang/SH1714182803714736128.html,92
7300,7300,39710,整租·东方巴黎 3室1厅 南,徐汇,衡山路,东方巴黎,143,南,3室1厅2卫,25000,/zufang/SH1714190530029551616.html,174
7301,7301,39711,整租·三江小区 1室0厅 南,徐汇,龙华,三江小区,32,南,1室0厅1卫,4800,/zufang/SH1714190548350271488.html,150
7302,7302,39712,整租·橡胶小区 1室1厅 南,徐汇,徐家汇,橡胶小区,48,南,1室1厅1卫,6200,/zufang/SH1714191162706755584.html,129
7303,7303,39713,整租·徐家汇花园 3室2厅 南,徐汇,徐家汇,徐家汇花园,172,南,3室2厅2卫,18000,/zufang/SH1673921353935224832.html,104
7304,7304,39714,整租·五原小区 1室1厅 东,徐汇,衡山路,五原小区,34,东,1室1厅1卫,8500,/zufang/SH1673965105655578624.html,250
7305,7305,39715,整租·永福第六小区 1室1厅 南,徐汇,衡山路,永福第六小区,24,南,1室1厅1卫,6300,/zufang/SH1674057249737146368.html,262
7306,7306,39716,整租·乌中小区 1室1厅 西南,徐汇,衡山路,乌中小区,70,西南,1室1厅1卫,11000,/zufang/SH1674250725418336256.html,157
7307,7307,39717,整租·久安小区 1室1厅 南,徐汇,衡山路,久安小区,48,南,1室1厅1卫,9000,/zufang/SH1662774995102728192.html,187
7308,7308,39718,整租·凌云新村 2室1厅 南,徐汇,华东理工,凌云新村,61,南,2室1厅1卫,4700,/zufang/SH1700359549292118016.html,77
7309,7309,39719,整租·盛华景苑 2室1厅 南,徐汇,华泾,盛华景苑,89,南,2室1厅1卫,5500,/zufang/SH1714226153130033152.html,61
7310,7310,39720,整租·滨江小区 2室1厅 南,徐汇,徐汇滨江,滨江小区,89,南,2室1厅1卫,9000,/zufang/SH1714231827914293248.html,101
7311,7311,39758,整租·嘉丽苑(徐汇) 2室2厅 南,徐汇,衡山路,嘉丽苑(徐汇),116,南,2室2厅2卫,26000,/zufang/SH1647201171133169664.html,224
7312,7312,39759,整租·裕德路66弄 2室0厅 南,徐汇,徐家汇,裕德路66弄,47,南,2室0厅1卫,7700,/zufang/SH1648264844199067648.html,163
7313,7313,39760,整租·嘉善路169弄 1室0厅 西北,徐汇,建国西路,嘉善路169弄,18,西北,1室0厅1卫,3800,/zufang/SH1649377852954509312.html,211
7314,7314,39761,整租·玉兰花苑 2室1厅 西南/西,徐汇,徐家汇,玉兰花苑,86,西南 西,2室1厅1卫,9000,/zufang/SH1649387897087852544.html,104
7315,7315,39762,整租·金海大厦 3室1厅 东,徐汇,万体馆,金海大厦,85,东,3室1厅1卫,8500,/zufang/SH1649660477183098880.html,100
7316,7316,39763,整租·襄阳南路388弄 2室0厅 南,徐汇,建国西路,襄阳南路388弄,45,南,2室0厅1卫,9500,/zufang/SH1649689689663209472.html,211
7317,7317,39764,整租·枫林新村 1室1厅 南,徐汇,斜土路,枫林新村,38,南,1室1厅1卫,7500,/zufang/SH1649742079804309504.html,197
7318,7318,39765,整租·淮海中路1412弄 1室1厅 南,徐汇,衡山路,淮海中路1412弄,11,南,1室1厅1卫,5500,/zufang/SH1650752719826190336.html,500
7319,7319,39766,整租·金巢铂瑞阁 2室2厅 南,徐汇,斜土路,金巢铂瑞阁,98,南,2室2厅1卫,13500,/zufang/SH1650769712927211520.html,137
7320,7320,39767,整租·创世纪花园 2室1厅 南/北,徐汇,徐家汇,创世纪花园,116,南 北,2室1厅2卫,16000,/zufang/SH1651822344953397248.html,137
7321,7321,39768,整租·长乐路1121弄 2室1厅 南,徐汇,衡山路,长乐路1121弄,59,南,2室1厅1卫,11000,/zufang/SH1651845415085015040.html,186
7322,7322,39769,整租·三江小区 1室1厅 南,徐汇,龙华,三江小区,47,南,1室1厅1卫,4200,/zufang/SH1652868413657186304.html,89
7323,7323,39770,整租·漕溪大楼 2室1厅 南,徐汇,徐家汇,漕溪大楼,54,南,2室1厅1卫,7500,/zufang/SH1652909266220089344.html,138
7324,7324,39771,整租·龙吴路9弄 3室1厅 南/北,徐汇,万体馆,龙吴路9弄,77,南 北,3室1厅1卫,8800,/zufang/SH1653341155183558656.html,114
7325,7325,39772,整租·太原路18弄 1室1厅 南,徐汇,建国西路,太原路18弄,40,南,1室1厅1卫,9900,/zufang/SH1653654610985877504.html,247
7326,7326,39773,整租·瑞金南苑 2室1厅 南,徐汇,斜土路,瑞金南苑,111,南,2室1厅1卫,18000,/zufang/SH2861452652300992512.html,162
7327,7327,39774,整租·岳阳路77弄 1室1厅 南,徐汇,建国西路,岳阳路77弄,35,南,1室1厅1卫,7800,/zufang/SH2865909092206526464.html,222
7328,7328,39775,整租·衡山路58弄 3室1厅 南/西,徐汇,衡山路,衡山路58弄,112,南 西,3室1厅2卫,19200,/zufang/SH2883193382295830528.html,171
7329,7329,39776,整租·长兴坊 3室1厅 南/北,徐汇,康健,长兴坊,67,南 北,3室1厅1卫,7300,/zufang/SH1654852734223908864.html,108
7330,7330,39777,整租·金轩公寓 2室2厅 南,徐汇,徐家汇,金轩公寓,110,南,2室2厅1卫,10000,/zufang/SH1656175382023372800.html,90
7331,7331,39778,整租·淮海中路1270弄 1室1厅 南,徐汇,衡山路,淮海中路1270弄,29,南,1室1厅1卫,5700,/zufang/SH1656208616065073152.html,196
7332,7332,39779,整租·东安二村 1室1厅 南,徐汇,徐家汇,东安二村,37,南,1室1厅1卫,4200,/zufang/SH1656602310169591808.html,113
7333,7333,39780,整租·汇翠花园 2室1厅 东南,徐汇,徐家汇,汇翠花园,87,东南,2室1厅2卫,15800,/zufang/SH1656874199089676288.html,181
7334,7334,39781,整租·嘉汇国际广场 1室1厅 南,徐汇,徐家汇,嘉汇国际广场,62,南,1室1厅0卫,8800,/zufang/SH1689197128263401472.html,141
7335,7335,39782,整租·园南新村 2室1厅 南,徐汇,植物园,园南新村,61,南,2室1厅1卫,5000,/zufang/SH1689507210570235904.html,81
7336,7336,39783,整租·乐山四五村 1室0厅 北,徐汇,徐家汇,乐山四五村,16,北,1室0厅1卫,3200,/zufang/SH1694960898772303872.html,200
7337,7337,39784,整租·南山大楼 2室1厅 南/北,徐汇,徐家汇,南山大楼,71,南 北,2室1厅1卫,8200,/zufang/SH1695054325845327872.html,115
7338,7338,39785,整租·乌中小区 2室0厅 南,徐汇,衡山路,乌中小区,76,南,2室0厅1卫,15000,/zufang/SH1695273989171052544.html,197
7339,7339,39786,整租·宛南四村 1室1厅 南,徐汇,龙华,宛南四村,38,南,1室1厅1卫,6000,/zufang/SH1707648922190610432.html,157
7340,7340,39787,整租·华龙新苑小区 2室1厅 南,徐汇,龙华,华龙新苑小区,65,南,2室1厅1卫,8000,/zufang/SH1707646170173538304.html,123
7341,7341,39788,整租·龙南五村 2室1厅 南,徐汇,龙华,龙南五村,54,南,2室1厅1卫,6700,/zufang/SH1707686460431269888.html,124
7342,7342,39789,整租·长春新苑 2室1厅 南,徐汇,田林,长春新苑,84,南,2室1厅1卫,8300,/zufang/SH1707691042905522176.html,98
7343,7343,39790,整租·俞一小区 2室1厅 南,徐汇,龙华,俞一小区,57,南,2室1厅1卫,7000,/zufang/SH1707695689200304128.html,122
7344,7344,39791,整租·凯旋一村 1室1厅 南,徐汇,徐家汇,凯旋一村,38,南,1室1厅1卫,5500,/zufang/SH1707705960652341248.html,144
7345,7345,39792,整租·上缝小区 2室1厅 南,徐汇,龙华,上缝小区,51,南,2室1厅1卫,6300,/zufang/SH1707761327872671744.html,123
7346,7346,39793,整租·谨斜小区 2室1厅 南,徐汇,徐家汇,谨斜小区,48,南,2室1厅1卫,7200,/zufang/SH1707982731440291840.html,150
7347,7347,39794,整租·福源汇居 2室2厅 南,徐汇,徐家汇,福源汇居,99,南,2室2厅1卫,15000,/zufang/SH1708002454974496768.html,151
7348,7348,39795,整租·上海师大新村 2室1厅 南,徐汇,康健,上海师大新村,50,南,2室1厅1卫,5300,/zufang/SH1707989102181220352.html,106
7349,7349,39796,整租·南丹小区 1室1厅 南,徐汇,徐家汇,南丹小区,36,南,1室1厅1卫,6000,/zufang/SH1689563362305769472.html,166
7350,7350,39797,整租·江南新村(徐汇) 1室0厅 北,徐汇,斜土路,江南新村(徐汇),24,北,1室0厅1卫,4600,/zufang/SH1689921940833173504.html,191
7351,7351,39798,整租·乐山一村 1室1厅 南,徐汇,徐家汇,乐山一村,34,南,1室1厅1卫,5200,/zufang/SH1690024194114322432.html,152
7352,7352,39799,整租·梅陇十一村 3室0厅 南,徐汇,华东理工,梅陇十一村,67,南,3室0厅1卫,5500,/zufang/SH1690010496368902144.html,82
7353,7353,39800,整租·光华园 1室1厅 南,徐汇,上海南站,光华园,40,南,1室1厅1卫,4200,/zufang/SH1689977058723102720.html,105
7354,7354,39801,整租·东方曼哈顿 2室1厅 东/东南,徐汇,徐家汇,东方曼哈顿,91,东 东南,2室1厅2卫,16000,/zufang/SH1689939706445299712.html,175
7355,7355,39802,整租·东湾小区 1室1厅 南,徐汇,华泾,东湾小区,37,南,1室1厅1卫,3950,/zufang/SH1689934107166900224.html,106
7356,7356,39803,整租·东湾小区 2室1厅 南,徐汇,华泾,东湾小区,43,南,2室1厅1卫,3900,/zufang/SH1690226853060542464.html,90
7357,7357,39804,整租·华泾五村 2室1厅 南,徐汇,华泾,华泾五村,66,南,2室1厅1卫,5800,/zufang/SH1690229339964047360.html,87
7358,7358,39805,整租·建西小区 1室1厅 南,徐汇,建国西路,建西小区,40,南,1室1厅1卫,7500,/zufang/SH1690251358826921984.html,187
7359,7359,39806,整租·日晖六村 1室1厅 南,徐汇,斜土路,日晖六村,44,南,1室1厅1卫,6500,/zufang/SH1690219858563694592.html,147
7360,7360,39807,整租·尚汇豪庭 4室2厅 南,徐汇,田林,尚汇豪庭,222,南,4室2厅3卫,48000,/zufang/SH1690278595664019456.html,216
7361,7361,39808,整租·上缝小区 1室0厅 南,徐汇,龙华,上缝小区,31,南,1室0厅1卫,5300,/zufang/SH1690202952016330752.html,170
7362,7362,39809,整租·龙山新村 1室1厅 南,徐汇,万体馆,龙山新村,37,南,1室1厅1卫,5500,/zufang/SH1690296250890452992.html,148
7363,7363,39810,整租·金巢铂瑞阁 1室1厅 西,徐汇,斜土路,金巢铂瑞阁,60,西,1室1厅1卫,10000,/zufang/SH1690301700289593344.html,166
7364,7364,39817,整租·徐汇新城(公寓) 2室2厅 南,徐汇,长桥,徐汇新城(公寓),90,南,2室2厅1卫,8500,/zufang/SH1712803632660873216.html,94
7365,7365,39818,整租·尚海湾豪庭 1室2厅 南,徐汇,徐汇滨江,尚海湾豪庭,67,南,1室2厅1卫,12000,/zufang/SH1712828829258481664.html,179
7366,7366,39819,整租·青之杰花园 3室2厅 南,徐汇,徐家汇,青之杰花园,137,南,3室2厅1卫,16000,/zufang/SH1712823987291029504.html,116
